id_meurtre,Victime,Maison,Quand1,Quand2,Quand,Lieu,Tueur,Comment,Technique,Raison,Hauteur,Size
  Death #303,Night's Watch brother, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Night's Watch mutineer, Axe, Axe, Killed in battle of Craster's Keep,,
  Death #304,Night's Watch brother, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Night's Watch mutineer, Sword, Blade, Killed in battle of Craster's Keep,,
  Death #305,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Jon Snow, Sword (Longclaw), Blade, Killed in battle of Craster's Keep,,
  Death #306,Night's Watch brother, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Night's Watch mutineer, Sword, Blade, Killed in battle of Craster's Keep,,
  Death #307,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Jon Snow, Sword (Longclaw), Blade, Killed in battle of Craster's Keep,,
  Death #308,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Eddison Tollett, Sword, Blade, Killed in battle of Craster's Keep,,
  Death #309,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Jon Snow, Sword (Longclaw), Blade, Killed in battle of Craster's Keep,,
  Death #310,Locke, House Bolton, Season 4, Episode 5,34, Beyond the Wall, Hodor/Bran Stark, Hands, Hands, Killed in battle of Craster's Keep,,
  Death #311,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Jon Snow, Sword (Longclaw), Blade, Killed in battle of Craster's Keep,,
  Death #312,Night's Watch brother, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Karl Tanner, Knife, Blade, Killed in battle of Craster's Keep,,
  Death #313,Karl Tanner, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Jon Snow, Sword (Longclaw), Blade, Killed in battle of Craster's Keep,,
  Death #314,Night's Watch mutineer, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Grenn, Sword, Blade, Killed in battle of Craster's Keep,,
  Death #315,Rast, Night's Watch, Season 4, Episode 5,34, Beyond the Wall, Ghost, Direwolf teeth, Animal, Killed in battle of Craster's Keep,,
  Death #316,Bolton soldier, House Bolton, Season 4, Episode 6,35, Dreadfort, Yara Greyjoy, Axe, Axe, Killed during Yara's attempt to rescue Theon Greyjoy,,
  Death #317,Bolton soldier, House Bolton, Season 4, Episode 6,35, Dreadfort, Greyjoy soldier, Knife, Blade, Killed during Yara's attempt to rescue Theon Greyjoy,,
  Death #318,Bolton soldier, House Bolton, Season 4, Episode 6,35, Dreadfort, Greyjoy soldier, Sword, Blade, Killed during Yara's attempt to rescue Theon Greyjoy,,
  Death #319,Greyjoy soldier, House Greyjoy, Season 4, Episode 6,35, Dreadfort, Ramsay Bolton, Knife, Blade, Killed during Yara's attempt to rescue Theon Greyjoy,,
  Death #320,Bolton soldier, House Bolton, Season 4, Episode 6,35, Dreadfort, Yara Greyjoy, Axe, Axe, Killed during Yara's attempt to rescue Theon Greyjoy,,
  Death #321,Bolton soldier, House Bolton, Season 4, Episode 6,35, Dreadfort, Yara Greyjoy, Axe, Axe, Killed during Yara's attempt to rescue Theon Greyjoy,,
  Death #322,Goat, None, Season 4, Episode 6,35, Meereen, Drogon, Dragonfire, Animal, Food,,
  Death #323,Prisoner, None, Season 4, Episode 7,36, King's Landing," Gregor ""the Mountain"" Clegane", Sword, Blade, Prisoner execution,,
  Death #324,Prisoner, None, Season 4, Episode 7,36, King's Landing," Gregor ""the Mountain"" Clegane", Sword, Blade, Prisoner execution,,
  Death #325,Prisoner, None, Season 4, Episode 7,36, King's Landing," Gregor ""the Mountain"" Clegane", Sword, Blade, Prisoner execution,,
  Death #326,Peasant, Smallfolk, Season 4, Episode 7,36, Riverlands," Sandor ""the Hound"" Clegane", Knife, Blade, To end his suffering from his fatal wounds,,
  Death #327,Biter, None, Season 4, Episode 7,36, Riverlands," Sandor ""the Hound"" Clegane", Hands, Hands, Attacked the Hound,,
  Death #328,Rorge, None, Season 4, Episode 7,36, Riverlands, Arya Stark, Sword (Needle), Blade," Tried to collect the bounty on Sandor ""the Hound"" Clegane's head",,
  Death #329,Lysa Arryn, House Arryn  House Baelish, Season 4, Episode 7,36, The Eyrie, Petyr Baelish, Moon Door, Falling, Tried to kill Sansa Stark out of jealousy,,
  Death #330,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Thenn raider, Knife, Blade, Killed during wildling attack on Mole's Town,,
  Death #331,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Tormund, Sword, Blade, Killed during wildling attack on Mole's Town,,
  Death #332,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Ygritte, Spear, Spear, Killed during wildling attack on Mole's Town,,
  Death #333,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Ygritte, Spear, Spear, Killed during wildling attack on Mole's Town,,
  Death #334,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Styr, Axe, Axe, Killed during wildling attack on Mole's Town,,
  Death #335,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Styr, Axe, Axe, Killed during wildling attack on Mole's Town,,
  Death #336,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Tormund, Sword, Blade, Killed during wildling attack on Mole's Town,,
  Death #337,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Tormund, Sword, Blade, Killed during wildling attack on Mole's Town,,
  Death #338,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Ygritte, Spear, Spear, Killed during wildling attack on Mole's Town,,
  Death #339,Peasant, Smallfolk, Season 4, Episode 8,37, Mole's Town, Ygritte, Knife, Blade, Killed during wildling attack on Mole's Town,,
  Death #340,Ralf Kenning, House Kenning  House Greyjoy, Season 4, Episode 8,37, Moat Cailin, Greyjoy soldier, Axe, Axe, Killed for refusing to surrender to House Bolton,,
  Death #341,Oberyn Martell, House Martell, Season 4, Episode 8,37, King's Landing," Gregor ""the Mountain"" Clegane", Hands, Hands, Represented Tyrion Lannister in his trial by combat,,
  Death #342,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #343,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #344,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Ygritte, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #345,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #346,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #347,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #348,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #349,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Ygritte, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #350,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Ygritte, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #351,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Wildling, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #352,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Wildling, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #353,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Allister Thorne, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #354,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Thenn raider, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #355,Thenn raider, Thenn  Free Folk, Season 4, Episode 9,38, Castle Black, Allister Thorne, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #356,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Tormund, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #357,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Tormund, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #358,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #359,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #360,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #361,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #362,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #363,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, The Wall, Wildling giant, Giant arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #364,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Thenn raider, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #365,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Wildling, Nail, Household item, Killed during the Battle of Castle Black,,
  Death #366,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #367,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Wildling, Knife, Blade, Killed during the Battle of Castle Black,,
  Death #368,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Styr, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #369,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Styr, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #370,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Styr, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #371,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Ygritte, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #372,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Ygritte, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #373,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Ygritte, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #374,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #375,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Pot, Household item, Killed during the Battle of Castle Black,,
  Death #376,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Night's Watch brother, Butcher's knife, Blade, Killed during the Battle of Castle Black,,
  Death #377,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Wildling, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #378,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Pypar, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #379,Pypar, Night's Watch, Season 4, Episode 9,38, Castle Black, Ygritte, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #380,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Barrel, Crushing, Killed during the Battle of Castle Black,,
  Death #381,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Barrel, Crushing, Killed during the Battle of Castle Black,,
  Death #382,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Barrel, Crushing, Killed during the Battle of Castle Black,,
  Death #383,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Barrel, Crushing, Killed during the Battle of Castle Black,,
  Death #384,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Barrel, Crushing, Killed during the Battle of Castle Black,,
  Death #385,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Barrel, Crushing, Killed during the Battle of Castle Black,,
  Death #386,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Barrel, Crushing, Killed during the Battle of Castle Black,,
  Death #387,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Allister Thorne, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #388,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Tormund, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #389,Thenn raider, Thenn  Free Folk, Season 4, Episode 9,38, Castle Black, Sam Tarly, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #390,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #391,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #392,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #393,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #394,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #395,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #396,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #397,Wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Giant mammoth, Mammoth foot, Animal, Killed during the Battle of Castle Black,,
  Death #398,Giant wildling, Free Folk, Season 4, Episode 9,38, Beyond the Wall, Night's Watch brother, Giant arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #399,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, The Wall, None, Burning oil, Fire/Burning, Killed during the Battle of Castle Black,,
  Death #400,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, The Wall, Wildling, Flaming arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #401,Grenn, Night's Watch, Season 4, Episode 9,38, Castle Black, Wildling giant, Unknown, Unknown, Killed during the Battle of Castle Black,,
  Death #402,Mag the Mighty giant, Free Folk, Season 4, Episode 9,38, Castle Black, Grenn, Unknown, Unknown, Killed during the Battle of Castle Black,,
  Death #403,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Jon Snow, Sword (Longclaw), Blade, Killed during the Battle of Castle Black,,
  Death #404,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Jon Snow, Sword (Longclaw), Blade, Killed during the Battle of Castle Black,,
  Death #405,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Jon Snow, Sword (Longclaw), Blade, Killed during the Battle of Castle Black,,
  Death #406,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Styr, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #407,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Tormund, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #408,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Tormund, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #409,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Jon Snow, Sword (Longclaw), Blade, Killed during the Battle of Castle Black,,
  Death #410,Thenn raider, Thenn  Free Folk, Season 4, Episode 9,38, Castle Black, Ghost, Direwolf teeth, Animal, Killed during the Battle of Castle Black,,
  Death #411,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Jon Snow, Sword (Longclaw), Blade, Killed during the Battle of Castle Black,,
  Death #412,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Tormund, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #413,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Tormund, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #414,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Styr, Axe, Axe, Killed during the Battle of Castle Black,,
  Death #415,Wildling, Free Folk, Season 4, Episode 9,38, Castle Black, Jon Snow, Sword (Longclaw), Blade, Killed during the Battle of Castle Black,,
  Death #416,Styr, Thenn  Free Folk, Season 4, Episode 9,38, Castle Black, Jon Snow, Hammer, Bludgeon, Killed during the Battle of Castle Black,,
  Death #417,Ygritte, Free Folk, Season 4, Episode 9,38, Castle Black, Olly, Arrow, Arrow, Killed during the Battle of Castle Black,,
  Death #418,Night's Watch brother, Night's Watch, Season 4, Episode 9,38, Castle Black, Wildling, Sword, Blade, Killed during the Battle of Castle Black,,
  Death #419,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #420,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #421,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #422,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #423,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #424,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #425,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #426,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #427,Wildling, Free Folk, Season 4, Episode 9,38, The Wall, Night's Watch brother, Scythe, Blade, Killed during the Battle of Castle Black,,
  Death #459,White Rat, House Targaryen, Season 5, Episode 1,40, Meereen, Son of the Harpy, Knife, Blade, Attacked as part of the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #460,Mance Rayder, Free Folk, Season 5, Episode 1,40, Castle Black, Jon Snow, Arrow, Arrow, Mercy killing to spare him more agony from being burned to death by Stannis Baratheon,,
  Death #693,Selyse Baratheon, House Baratheon of Dragonstone  House Florent, Season 5, Episode 10,49, The North, Selyse Baratheon, Hanging, Other, Suicide because of despair over Shireen's sacrifice,,
  Death #694,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 5, Episode 10,49, Winterfell, Bolton soldier, Sword, Blade, Killed during Stannis's failed attack on Winterfell,,
  Death #695,Bolton soldier, House Bolton, Season 5, Episode 10,49, Winterfell, Stannis Baratheon, Sword, Blade, Killed during Stannis's failed attack on Winterfell,,
  Death #696,Bolton soldier, House Bolton, Season 5, Episode 10,49, Winterfell, Stannis Baratheon, Knife, Blade, Killed during Stannis's failed attack on Winterfell,,
  Death #697,Stannis Baratheon, House Baratheon of Dragonstone, Season 5, Episode 10,49, Winterfell, Brienne of Tarth, Sword (Oathkeeper), Blade, Killed as revenge for Renly Baratheon's death,,
  Death #698,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 5, Episode 10,49, Winterfell, Ramsay Bolton, Sword, Blade, Killed during Stannis's failed attack on Winterfell,,
  Death #699,Baratheon of Dragonstone soldier, House Baratheon of Dragonstone, Season 5, Episode 10,49, Winterfell, Ramsay Bolton, Sword, Blade, Killed during Stannis's failed attack on Winterfell,,
  Death #700,Myranda, House Bolton, Season 5, Episode 10,49, Winterfell, Theon Greyjoy, Falling, Falling, Attacked Sansa Stark when Sansa was escaping Winterfell,,
  Death #701,Meryn Trant, House Lannister  House Baratheon of King's Landing, Season 5, Episode 10,49, Braavos, Arya Stark, Knife, Blade, Revenge for killing Syrio Forel,,
  Death #702,Faceless man, Faceless men, Season 5, Episode 10,49, Braavos, Faceless man, Poison, Poison, Suicide/sacrifice to the Many-Faced God to compensate for Arya Stark's killing of Meryn Trant,,
  Death #703,Myrcella Baratheon, House Baratheon of King's Landing, Season 5, Episode 10,49, Dorne, Ellaria Sand, Lipstick poison, Poison, Revenge for Oberyn Martell's death,,
  Death #704,Jon Snow, Night's Watch  House Stark, Season 5, Episode 10,49, Castle Black, Night's Watch brothers (final blow: Olly), Knife, Blade," ""For the Watch"" (Jon Snow tried to save the Wildlings  which went against everything the Night's",,
  Death #461,Arryn soldier, House Arryn  House Baelish, Season 5, Episode 2,41, The Vale, Brienne of Tarth, Sword (Oathkeeper), Blade, Tried to capture Brienne after she confronted Petyr Baelish at an inn,,
  Death #462,Arryn soldier, House Arryn  House Baelish, Season 5, Episode 2,41, The Vale, Brienne of Tarth, Sword (Oathkeeper), Blade, Attacked Podrick while trying to capture Brienne after she confronted Petyr Baelish at an inn,,
  Death #463,Arryn soldier, House Arryn  House Baelish, Season 5, Episode 2,41, The Vale, Brienne of Tarth, Sword (Oathkeeper), Blade, Tried to capture Brienne after she confronted Petyr Baelish at an inn,,
  Death #464,Unknown dwarf, Smallfolk, Season 5, Episode 2,41, King's Landing, Bounty hunter, Unknown, Unknown, Cersei offered a lordship to anyone who brought her Tyrion's head  leading to the deaths of many dwarves,,
  Death #465,Pigeon, None, Season 5, Episode 2,41, Braavos, Arya Stark, Sword (Needle), Blade, Killed for food,,
  Death #466,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 2,41, Meereen, Mossador, Nail, Household item, Killed to send a message to the Sons of Harpy,,
  Death #467,Mossador, House Targaryen, Season 5, Episode 2,41, Meereen, Daario Naharis, Arakh, Blade, Executed for killing a Son of the Harpy against Daenerys's orders,,
  Death #468,Braavosi man, None, Season 5, Episode 3,42, Braavos, Jaqen H'ghar, Poisoned water, Poison, Sought death from the House of Black and White,,
  Death #469,Janos Slynt, Night's Watch  House Baratheon of King's Landing, Season 5, Episode 3,42, Castle Black, Jon Snow, Sword (Longclaw), Blade, Executed for refusing to obey the orders of Lord Commander Jon Snow,,
  Death #470,Rat, None, Season 5, Episode 3,42, King's Landing, Maester Qyburn, Knife, Blade, Killed as part of experiments,,
  Death #471,Snake, None, Season 5, Episode 4,43, Dorne, Bronn, Knife, Blade, Killed for food,,
  Death #472,Martell soldier, House Martell, Season 5, Episode 4,43, Dorne, Bronn, Knife, Blade, Killed when Bronn and Jaime Lannister attempt to sneak into Dorne,,
  Death #473,Martell soldier, House Martell, Season 5, Episode 4,43, Dorne, Bronn, Sword, Blade, Killed when Bronn and Jaime Lannister attempt to sneak into Dorne,,
  Death #474,Dornish horse, House Martell, Season 5, Episode 4,43, Dorne, Bronn, Sword, Blade, Killed when Bronn and Jaime Lannister attempt to sneak into Dorne,,
  Death #475,Martell soldier, House Martell, Season 5, Episode 4,43, Dorne, Jaime Lannister, Sword, Blade, Killed when Bronn and Jaime Lannister attempt to sneak into Dorne,,
  Death #476,Merchant ship captain, None, Season 5, Episode 4,43, Dorne, Obara Sand, Spear, Spear, Symbol of Obara's willingess to go to war against the Lannisters,,
  Death #477,Second son, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #478,Second son, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #479,Second son, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #480,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #481,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Unsullied, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #482,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Unsullied, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #483,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #484,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Shield, Other, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #485,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #486,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #487,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #488,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #489,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #490,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #491,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Sword, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #492,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Unsullied, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #493,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Spear, Spear, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #494,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 4,43, Meereen, Grey Worm, Hands, Hands, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #495,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #496,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
  Death #497,Unsullied, House Targaryen, Season 5, Episode 4,43, Meereen, Son of the Harpy, Knife, Blade, Attacked during the Sons of the Harpy's revolt against Daenerys for her abolishment of slavery,,
